,video_frame,left,width,top,height,label
1596,57995_000109_Sideline_79,650,16,329,17,H52
1597,57995_000109_Sideline_79,540,13,164,14,V12
1598,57995_000109_Sideline_79,651,17,412,17,H36
1599,57995_000109_Sideline_79,304,16,327,19,V15
1600,57995_000109_Sideline_79,535,15,434,15,V17
1601,57995_000109_Sideline_79,452,14,216,15,V83
1602,57995_000109_Sideline_79,468,15,202,18,H93
1603,57995_000109_Sideline_79,453,15,388,15,H91
1604,57995_000109_Sideline_79,455,15,428,15,H94
1605,57995_000109_Sideline_79,445,14,411,16,V77
1606,57995_000109_Sideline_79,513,15,274,17,V74
1607,57995_000109_Sideline_79,449,16,371,15,V75
162,57995_000109_Sideline_8,469,14,244,16,V83
163,57995_000109_Sideline_8,681,16,313,17,H52
164,57995_000109_Sideline_8,532,15,213,17,H93
165,57995_000109_Sideline_8,737,16,150,17,H23
166,57995_000109_Sideline_8,516,15,389,17,H91
167,57995_000109_Sideline_8,527,15,289,19,H97
168,57995_000109_Sideline_8,680,17,394,15,H36
169,57995_000109_Sideline_8,686,17,238,17,H59
170,57995_000109_Sideline_8,526,15,338,18,H99
171,57995_000109_Sideline_8,187,16,309,17,V27
172,57995_000109_Sideline_8,496,14,325,16,V65
173,57995_000109_Sideline_8,1088,17,328,18,H30
174,57995_000109_Sideline_8,479,14,295,16,V68
175,57995_000109_Sideline_8,425,16,457,16,V17
176,57995_000109_Sideline_8,446,14,315,17,V15
177,57995_000109_Sideline_8,519,16,422,16,H21
178,57995_000109_Sideline_8,465,15,403,18,H94
179,57995_000109_Sideline_8,457,15,168,16,V12
180,57995_000109_Sideline_8,471,12,266,17,V74
181,57995_000109_Sideline_8,470,15,351,17,V60
182,57995_000109_Sideline_8,467,15,372,16,V77
183,57995_000109_Sideline_8,468,15,364,20,V75
1609,57995_000109_Sideline_80,1107,19,319,18,H30
1610,57995_000109_Sideline_80,797,16,471,17,H21
1611,57995_000109_Sideline_80,761,14,143,17,H23
1612,57995_000109_Sideline_80,652,15,231,16,H59
1613,57995_000109_Sideline_80,542,15,163,15,V12
1614,57995_000109_Sideline_80,648,15,329,17,H52
1615,57995_000109_Sideline_80,650,18,412,18,H36
1616,57995_000109_Sideline_80,537,16,434,15,V17
1617,57995_000109_Sideline_80,450,15,217,15,V83
1618,57995_000109_Sideline_80,302,16,326,17,V15
1619,57995_000109_Sideline_80,466,16,202,18,H93
1620,57995_000109_Sideline_80,285,15,337,15,V27
1621,57995_000109_Sideline_80,453,15,387,16,H91
1622,57995_000109_Sideline_80,452,16,428,16,H94
1623,57995_000109_Sideline_80,445,12,411,15,V77
1624,57995_000109_Sideline_80,513,16,274,17,H97
1625,57995_000109_Sideline_80,494,14,314,13,V65
1626,57995_000109_Sideline_80,502,12,264,14,V74
1627,57995_000109_Sideline_80,502,13,265,14,V68
1628,57995_000109_Sideline_80,449,15,372,15,V75
1630,57995_000109_Sideline_81,797,17,470,17,H21
1631,57995_000109_Sideline_81,1107,18,319,18,H30
1632,57995_000109_Sideline_81,761,16,143,17,H23
1633,57995_000109_Sideline_81,545,15,162,16,V12
1634,57995_000109_Sideline_81,647,15,329,18,H52
1635,57995_000109_Sideline_81,651,16,232,16,H59
1636,57995_000109_Sideline_81,449,14,217,15,V83
1637,57995_000109_Sideline_81,650,17,411,17,H36
1638,57995_000109_Sideline_81,465,15,203,18,H93
1639,57995_000109_Sideline_81,540,16,434,15,V17
1640,57995_000109_Sideline_81,451,17,386,16,V75
1641,57995_000109_Sideline_81,513,16,274,17,H97
1642,57995_000109_Sideline_81,289,15,338,16,V27
1643,57995_000109_Sideline_81,443,14,411,15,V77
1644,57995_000109_Sideline_81,299,16,326,18,V15
1645,57995_000109_Sideline_81,501,12,265,13,V74
1646,57995_000109_Sideline_81,445,16,429,15,H94
1647,57995_000109_Sideline_81,493,15,314,14,V65
1649,57995_000109_Sideline_82,797,16,469,17,H21
1650,57995_000109_Sideline_82,762,15,143,16,H23
1651,57995_000109_Sideline_82,1106,19,318,18,H30
1652,57995_000109_Sideline_82,547,14,162,15,V12
1653,57995_000109_Sideline_82,448,15,218,15,V83
1654,57995_000109_Sideline_82,650,16,232,17,H59
1655,57995_000109_Sideline_82,644,16,329,18,H52
1656,57995_000109_Sideline_82,463,16,203,18,H93
1657,57995_000109_Sideline_82,649,17,411,17,H36
1658,57995_000109_Sideline_82,543,17,433,16,V17
1659,57995_000109_Sideline_82,446,17,429,16,H94
1660,57995_000109_Sideline_82,450,16,385,17,V75
1661,57995_000109_Sideline_82,513,15,274,17,H97
1662,57995_000109_Sideline_82,296,15,325,20,V27
1663,57995_000109_Sideline_82,508,15,323,15,V65
1664,57995_000109_Sideline_82,501,12,266,12,V68
1665,57995_000109_Sideline_82,442,14,411,16,V77
1666,57995_000109_Sideline_82,501,12,266,13,V74
1668,57995_000109_Sideline_83,1106,19,318,18,H30
1669,57995_000109_Sideline_83,797,15,468,17,H21
1670,57995_000109_Sideline_83,762,15,143,16,H23
1671,57995_000109_Sideline_83,447,15,218,16,V83
1672,57995_000109_Sideline_83,549,14,161,16,V12
1673,57995_000109_Sideline_83,650,16,232,18,H59
1674,57995_000109_Sideline_83,642,16,329,18,H52
1675,57995_000109_Sideline_83,463,15,203,18,H93
1676,57995_000109_Sideline_83,649,16,411,16,H36
1677,57995_000109_Sideline_83,546,16,434,16,V17
1678,57995_000109_Sideline_83,443,18,429,17,V77
1679,57995_000109_Sideline_83,449,17,384,17,V75
1680,57995_000109_Sideline_83,295,14,325,18,V15
1681,57995_000109_Sideline_83,513,15,274,16,H97
1682,57995_000109_Sideline_83,500,13,268,13,V74
1683,57995_000109_Sideline_83,509,14,325,14,V65
1684,57995_000109_Sideline_83,296,15,339,16,V27
1685,57995_000109_Sideline_84,1105,19,318,17,H30
1686,57995_000109_Sideline_84,796,16,467,17,H21
1687,57995_000109_Sideline_84,762,16,142,17,H23
1688,57995_000109_Sideline_84,552,14,161,15,V12
1689,57995_000109_Sideline_84,447,14,218,16,V83
1690,57995_000109_Sideline_84,640,16,330,17,H52
1691,57995_000109_Sideline_84,649,16,233,18,H59
1692,57995_000109_Sideline_84,548,17,433,16,V17
1693,57995_000109_Sideline_84,648,16,411,17,H36
1694,57995_000109_Sideline_84,462,14,204,17,H93
1695,57995_000109_Sideline_84,442,17,430,16,H94
1696,57995_000109_Sideline_84,448,17,384,17,V75
1697,57995_000109_Sideline_84,297,16,335,17,V27
1698,57995_000109_Sideline_84,291,15,323,17,V15
1699,57995_000109_Sideline_84,510,15,326,15,H99
1700,57995_000109_Sideline_84,500,13,267,13,V68
1701,57995_000109_Sideline_84,513,15,275,15,H97
1702,57995_000109_Sideline_84,440,14,411,17,V77
1703,57995_000109_Sideline_84,493,14,315,13,V65
1704,57995_000109_Sideline_84,499,14,267,13,V74
1706,57995_000109_Sideline_85,1106,17,317,18,H30
1707,57995_000109_Sideline_85,553,15,161,15,V12
1708,57995_000109_Sideline_85,763,16,142,16,H23
1709,57995_000109_Sideline_85,796,16,465,17,H21
1710,57995_000109_Sideline_85,446,14,218,16,V83
1711,57995_000109_Sideline_85,648,17,234,17,H59
1712,57995_000109_Sideline_85,638,16,330,17,H52
1713,57995_000109_Sideline_85,552,16,433,17,V17
1714,57995_000109_Sideline_85,460,15,205,16,H93
1715,57995_000109_Sideline_85,648,16,412,15,H36
1716,57995_000109_Sideline_85,303,16,336,17,V27
1717,57995_000109_Sideline_85,288,15,324,18,V15
1718,57995_000109_Sideline_85,448,16,383,18,V75
1719,57995_000109_Sideline_85,498,15,267,13,V74
1720,57995_000109_Sideline_85,441,17,430,16,V77
1721,57995_000109_Sideline_85,492,14,315,13,V65
1722,57995_000109_Sideline_85,513,16,274,17,H97
1723,57995_000109_Sideline_85,512,14,325,15,H99
1724,57995_000109_Sideline_86,1106,17,317,18,H30
1725,57995_000109_Sideline_86,557,14,161,15,V12
1726,57995_000109_Sideline_86,796,16,464,17,H21
1727,57995_000109_Sideline_86,445,15,219,15,V83
1728,57995_000109_Sideline_86,763,16,142,17,H23
1729,57995_000109_Sideline_86,636,16,331,16,H52
1730,57995_000109_Sideline_86,648,17,234,17,H59
1731,57995_000109_Sideline_86,556,15,433,17,V17
1732,57995_000109_Sideline_86,648,15,412,16,H36
1733,57995_000109_Sideline_86,460,15,205,16,H93
1734,57995_000109_Sideline_86,308,14,336,16,V27
1735,57995_000109_Sideline_86,288,13,324,17,V15
1736,57995_000109_Sideline_86,448,16,383,18,V75
1737,57995_000109_Sideline_86,499,14,268,12,V74
1738,57995_000109_Sideline_86,440,17,430,16,H94
1739,57995_000109_Sideline_86,514,16,274,14,H97
1740,57995_000109_Sideline_86,492,15,315,13,V65
1741,57995_000109_Sideline_86,513,15,325,15,H99
1742,57995_000109_Sideline_87,1105,17,317,18,H30
1743,57995_000109_Sideline_87,796,16,463,17,H21
1744,57995_000109_Sideline_87,559,13,161,15,V12
1745,57995_000109_Sideline_87,635,15,331,16,H52
1746,57995_000109_Sideline_87,445,15,219,15,V83
1747,57995_000109_Sideline_87,648,16,233,18,H59
1748,57995_000109_Sideline_87,765,15,142,16,H23
1749,57995_000109_Sideline_87,647,16,411,17,H36
1750,57995_000109_Sideline_87,460,15,205,16,H93
1751,57995_000109_Sideline_87,310,15,336,16,V27
1752,57995_000109_Sideline_87,559,16,433,16,V17
1753,57995_000109_Sideline_87,285,13,324,16,V15
1754,57995_000109_Sideline_87,498,15,268,13,V74
1755,57995_000109_Sideline_87,514,17,273,16,H97
1756,57995_000109_Sideline_87,448,16,383,17,V75
1757,57995_000109_Sideline_87,491,15,315,13,V65
1758,57995_000109_Sideline_87,441,16,430,16,H94
1759,57995_000109_Sideline_87,508,18,316,17,H99
1761,57995_000109_Sideline_88,1105,17,317,18,H30
1762,57995_000109_Sideline_88,795,16,462,18,H21
1763,57995_000109_Sideline_88,561,15,161,16,V12
1764,57995_000109_Sideline_88,445,14,218,16,V83
1765,57995_000109_Sideline_88,647,16,233,18,H59
1766,57995_000109_Sideline_88,765,16,142,16,H23
1767,57995_000109_Sideline_88,633,15,332,16,H52
1768,57995_000109_Sideline_88,313,15,335,16,V27
1769,57995_000109_Sideline_88,646,16,412,15,H36
1770,57995_000109_Sideline_88,459,15,205,16,H93
1771,57995_000109_Sideline_88,562,15,433,15,V17
1772,57995_000109_Sideline_88,282,13,324,15,V15
1773,57995_000109_Sideline_88,497,15,268,14,V74
1774,57995_000109_Sideline_88,447,16,383,17,V75
1775,57995_000109_Sideline_88,517,15,273,16,H97
1776,57995_000109_Sideline_88,490,15,315,13,V65
1777,57995_000109_Sideline_88,440,17,431,16,H94
1778,57995_000109_Sideline_88,438,14,413,15,V77
1779,57995_000109_Sideline_88,509,16,315,16,H99
1780,57995_000109_Sideline_89,1104,18,317,18,H30
1781,57995_000109_Sideline_89,795,16,462,16,H21
1782,57995_000109_Sideline_89,445,14,218,16,V83
1783,57995_000109_Sideline_89,564,13,161,15,V12
1784,57995_000109_Sideline_89,646,17,233,18,H59
1785,57995_000109_Sideline_89,766,16,141,16,H23
1786,57995_000109_Sideline_89,317,15,333,18,V27
1787,57995_000109_Sideline_89,631,15,332,16,H52
1788,57995_000109_Sideline_89,646,16,410,16,H36
1789,57995_000109_Sideline_89,459,15,205,16,H93
1790,57995_000109_Sideline_89,278,15,324,17,V15
1791,57995_000109_Sideline_89,565,15,432,16,V17
1792,57995_000109_Sideline_89,497,16,268,15,V74
1793,57995_000109_Sideline_89,447,16,382,18,V75
1794,57995_000109_Sideline_89,517,16,274,14,H97
1795,57995_000109_Sideline_89,490,15,315,13,V65
1796,57995_000109_Sideline_89,440,17,431,17,H94
1797,57995_000109_Sideline_89,509,14,315,16,H99
1798,57995_000109_Sideline_89,438,14,412,15,V77
1799,57995_000109_Sideline_89,520,13,328,14,V60
185,57995_000109_Sideline_9,469,14,244,16,V83
186,57995_000109_Sideline_9,681,16,313,17,H52
187,57995_000109_Sideline_9,532,15,213,17,H93
188,57995_000109_Sideline_9,516,15,389,17,H91
189,57995_000109_Sideline_9,527,15,290,18,H97
190,57995_000109_Sideline_9,680,17,394,15,H36
191,57995_000109_Sideline_9,737,15,150,16,H23
192,57995_000109_Sideline_9,526,15,338,18,H99
193,57995_000109_Sideline_9,686,17,238,17,H59
194,57995_000109_Sideline_9,188,15,309,16,V27
195,57995_000109_Sideline_9,497,13,324,17,V65
196,57995_000109_Sideline_9,479,14,294,17,V68
197,57995_000109_Sideline_9,465,15,403,18,H94
198,57995_000109_Sideline_9,425,16,457,16,V17
199,57995_000109_Sideline_9,1089,17,328,17,H30
200,57995_000109_Sideline_9,446,14,315,17,V15
201,57995_000109_Sideline_9,519,16,421,17,H21
202,57995_000109_Sideline_9,457,15,168,16,V12
203,57995_000109_Sideline_9,471,12,266,16,V74
204,57995_000109_Sideline_9,470,15,351,17,V60
205,57995_000109_Sideline_9,468,14,372,16,V77
206,57995_000109_Sideline_9,468,16,361,22,V75
1800,57995_000109_Sideline_90,1104,18,316,19,H30
1801,57995_000109_Sideline_90,795,17,461,17,H21
1802,57995_000109_Sideline_90,320,15,333,17,V27
1803,57995_000109_Sideline_90,646,15,233,17,H59
1804,57995_000109_Sideline_90,445,14,218,15,V83
1805,57995_000109_Sideline_90,566,14,161,15,V12
1806,57995_000109_Sideline_90,629,15,333,16,H52
1807,57995_000109_Sideline_90,767,15,141,15,H23
1808,57995_000109_Sideline_90,646,15,410,17,H36
1809,57995_000109_Sideline_90,276,14,324,16,V15
1810,57995_000109_Sideline_90,458,16,204,17,H93
1811,57995_000109_Sideline_90,568,15,432,15,V17
1812,57995_000109_Sideline_90,497,16,268,15,V74
1813,57995_000109_Sideline_90,447,17,380,20,V75
1814,57995_000109_Sideline_90,440,16,433,16,H94
1815,57995_000109_Sideline_90,519,16,273,14,H97
1816,57995_000109_Sideline_90,437,14,413,15,V77
1817,57995_000109_Sideline_90,490,15,315,13,V65
1818,57995_000109_Sideline_90,509,14,315,16,H99
1819,57995_000109_Sideline_90,520,15,328,15,V60
1820,57995_000109_Sideline_91,795,17,461,16,H21
1821,57995_000109_Sideline_91,1104,18,316,18,H30
1822,57995_000109_Sideline_91,568,14,160,16,V12
1823,57995_000109_Sideline_91,324,15,333,16,V27
1824,57995_000109_Sideline_91,767,15,140,16,H23
1825,57995_000109_Sideline_91,645,15,410,17,H36
1826,57995_000109_Sideline_91,645,16,232,18,H59
1827,57995_000109_Sideline_91,445,14,217,16,V83
1828,57995_000109_Sideline_91,627,15,334,16,H52
1829,57995_000109_Sideline_91,272,15,324,16,V15
1830,57995_000109_Sideline_91,458,15,205,17,H93
1831,57995_000109_Sideline_91,497,16,268,15,V74
1832,57995_000109_Sideline_91,571,14,431,15,V17
1833,57995_000109_Sideline_91,447,17,380,19,V75
1834,57995_000109_Sideline_91,519,17,271,14,H97
1835,57995_000109_Sideline_91,439,17,433,16,H94
1836,57995_000109_Sideline_91,490,15,315,12,V65
1837,57995_000109_Sideline_91,522,15,329,15,V60
1838,57995_000109_Sideline_91,510,15,315,16,H99
1839,57995_000109_Sideline_91,437,14,413,17,V77
1840,57995_000109_Sideline_92,795,17,461,16,H21
1841,57995_000109_Sideline_92,1104,18,316,18,H30
1842,57995_000109_Sideline_92,570,15,160,16,V12
1843,57995_000109_Sideline_92,643,16,411,16,H36
1844,57995_000109_Sideline_92,644,16,232,17,H59
1845,57995_000109_Sideline_92,327,16,332,16,V27
1846,57995_000109_Sideline_92,444,15,217,16,V83
1847,57995_000109_Sideline_92,767,16,139,16,H23
1848,57995_000109_Sideline_92,625,16,334,17,H52
1849,57995_000109_Sideline_92,270,15,323,17,V15
1850,57995_000109_Sideline_92,458,16,204,17,H93
1851,57995_000109_Sideline_92,573,15,431,15,V17
1852,57995_000109_Sideline_92,448,17,379,18,V75
1853,57995_000109_Sideline_92,519,16,271,14,H97
1854,57995_000109_Sideline_92,497,16,268,14,V74
1855,57995_000109_Sideline_92,437,18,433,18,H94
1856,57995_000109_Sideline_92,491,15,315,13,V65
1857,57995_000109_Sideline_92,510,16,316,17,H99
1858,57995_000109_Sideline_92,523,16,329,15,V60
1859,57995_000109_Sideline_92,436,13,414,16,V77
1860,57995_000109_Sideline_93,1104,18,316,18,H30
1861,57995_000109_Sideline_93,795,17,460,17,H21
1862,57995_000109_Sideline_93,572,15,159,16,V12
1863,57995_000109_Sideline_93,643,16,232,17,H59
1864,57995_000109_Sideline_93,768,16,139,15,H23
1865,57995_000109_Sideline_93,444,14,216,16,V83
1866,57995_000109_Sideline_93,624,15,336,15,H52
1867,57995_000109_Sideline_93,643,15,411,16,H36
1868,57995_000109_Sideline_93,267,14,323,17,V15
1869,57995_000109_Sideline_93,458,15,204,17,H93
1870,57995_000109_Sideline_93,331,15,331,16,V27
1871,57995_000109_Sideline_93,520,16,270,14,H97
1872,57995_000109_Sideline_93,497,16,268,14,V74
1873,57995_000109_Sideline_93,576,14,431,14,V17
1874,57995_000109_Sideline_93,447,18,379,18,V75
1875,57995_000109_Sideline_93,526,15,331,15,V60
1876,57995_000109_Sideline_93,437,17,434,16,H94
1877,57995_000109_Sideline_93,435,14,415,15,V77
1878,57995_000109_Sideline_93,512,16,316,17,H99
1879,57995_000109_Sideline_93,492,15,315,13,V65
1880,57995_000109_Sideline_94,1104,18,316,18,H30
1881,57995_000109_Sideline_94,795,17,460,17,H21
1882,57995_000109_Sideline_94,642,16,232,17,H59
1883,57995_000109_Sideline_94,264,14,323,17,V15
1884,57995_000109_Sideline_94,643,15,413,15,H36
1885,57995_000109_Sideline_94,575,13,159,15,V12
1886,57995_000109_Sideline_94,623,15,337,15,H52
1887,57995_000109_Sideline_94,770,14,138,16,H23
1888,57995_000109_Sideline_94,445,14,216,15,V83
1889,57995_000109_Sideline_94,334,16,331,15,V27
1890,57995_000109_Sideline_94,458,15,203,17,H93
1891,57995_000109_Sideline_94,498,16,268,14,V74
1892,57995_000109_Sideline_94,521,16,270,13,H97
1893,57995_000109_Sideline_94,579,14,430,16,V17
1894,57995_000109_Sideline_94,527,16,331,17,V60
1895,57995_000109_Sideline_94,436,17,434,17,H94
1896,57995_000109_Sideline_94,434,14,415,16,V77
1897,57995_000109_Sideline_94,447,18,379,18,V75
1898,57995_000109_Sideline_94,512,16,316,17,H99
1899,57995_000109_Sideline_94,494,14,314,15,V65
1900,57995_000109_Sideline_95,1104,18,316,18,H30
1901,57995_000109_Sideline_95,795,17,460,16,H21
1902,57995_000109_Sideline_95,641,17,232,17,H59
1903,57995_000109_Sideline_95,261,15,323,17,V15
1904,57995_000109_Sideline_95,622,15,337,16,H52
1905,57995_000109_Sideline_95,577,14,158,16,V12
1906,57995_000109_Sideline_95,642,16,414,15,H36
1907,57995_000109_Sideline_95,770,15,137,16,H23
1908,57995_000109_Sideline_95,338,15,330,16,V27
1909,57995_000109_Sideline_95,444,15,215,16,V83
1910,57995_000109_Sideline_95,582,15,430,16,V17
1911,57995_000109_Sideline_95,498,17,268,14,V74
1912,57995_000109_Sideline_95,457,17,203,16,H93
1913,57995_000109_Sideline_95,523,14,270,13,H97
1914,57995_000109_Sideline_95,527,17,331,17,V60
1915,57995_000109_Sideline_95,436,16,435,18,H94
1916,57995_000109_Sideline_95,447,17,378,19,H91
1917,57995_000109_Sideline_95,512,16,316,17,H99
1918,57995_000109_Sideline_95,433,15,416,15,V77
1919,57995_000109_Sideline_95,494,15,314,14,V65
1920,57995_000109_Sideline_95,448,16,370,20,V75
1921,57995_000109_Sideline_96,1105,18,316,18,H30
1922,57995_000109_Sideline_96,795,17,460,17,H21
1923,57995_000109_Sideline_96,641,15,232,17,H59
1924,57995_000109_Sideline_96,771,16,136,17,H23
1925,57995_000109_Sideline_96,258,15,322,17,V15
1926,57995_000109_Sideline_96,580,13,156,16,V12
1927,57995_000109_Sideline_96,622,14,338,15,H52
1928,57995_000109_Sideline_96,445,15,214,17,V83
1929,57995_000109_Sideline_96,642,15,414,16,H36
1930,57995_000109_Sideline_96,342,15,329,16,V27
1931,57995_000109_Sideline_96,458,15,202,18,H93
1932,57995_000109_Sideline_96,436,17,436,17,H94
1933,57995_000109_Sideline_96,583,15,430,16,V17
1934,57995_000109_Sideline_96,528,17,331,17,V60
1935,57995_000109_Sideline_96,499,17,268,14,V74
1936,57995_000109_Sideline_96,522,16,270,12,H97
1937,57995_000109_Sideline_96,447,18,377,18,V75
1938,57995_000109_Sideline_96,432,16,416,17,V77
1939,57995_000109_Sideline_96,511,17,317,17,H99
1940,57995_000109_Sideline_96,495,14,314,14,V65
1941,57995_000109_Sideline_97,1105,18,316,18,H30
1942,57995_000109_Sideline_97,795,17,460,17,H21
1943,57995_000109_Sideline_97,772,15,135,17,H23
1944,57995_000109_Sideline_97,640,17,232,17,H59
1945,57995_000109_Sideline_97,255,14,322,17,V15
1946,57995_000109_Sideline_97,445,16,213,17,V83
1947,57995_000109_Sideline_97,582,14,155,16,V12
1948,57995_000109_Sideline_97,621,14,338,16,H52
1949,57995_000109_Sideline_97,346,15,329,16,V27
1950,57995_000109_Sideline_97,642,16,415,15,H36
1951,57995_000109_Sideline_97,585,15,429,16,V17
1952,57995_000109_Sideline_97,436,17,437,15,H94
1953,57995_000109_Sideline_97,458,15,202,18,H93
1954,57995_000109_Sideline_97,500,16,269,12,V74
1955,57995_000109_Sideline_97,530,15,332,16,V60
1956,57995_000109_Sideline_97,524,15,270,12,H97
1957,57995_000109_Sideline_97,447,17,377,19,V75
1958,57995_000109_Sideline_97,432,15,417,15,V77
1959,57995_000109_Sideline_97,497,14,314,14,V65
1960,57995_000109_Sideline_97,512,15,318,15,H99
1961,57995_000109_Sideline_98,795,17,460,17,H21
1962,57995_000109_Sideline_98,1104,18,316,18,H30
1963,57995_000109_Sideline_98,773,16,135,16,H23
1964,57995_000109_Sideline_98,639,16,232,16,H59
1965,57995_000109_Sideline_98,252,15,322,17,V15
1966,57995_000109_Sideline_98,585,14,155,15,V12
1967,57995_000109_Sideline_98,445,16,213,17,V83
1968,57995_000109_Sideline_98,349,15,329,17,V27
1969,57995_000109_Sideline_98,618,15,338,16,H52
1970,57995_000109_Sideline_98,642,15,415,16,H36
1971,57995_000109_Sideline_98,587,14,428,16,V17
1972,57995_000109_Sideline_98,501,16,269,13,V74
1973,57995_000109_Sideline_98,435,17,436,17,H94
1974,57995_000109_Sideline_98,458,15,201,18,H93
1975,57995_000109_Sideline_98,531,16,333,15,V60
1976,57995_000109_Sideline_98,447,17,378,18,V75
1977,57995_000109_Sideline_98,525,14,270,12,H97
1978,57995_000109_Sideline_98,431,16,417,16,V77
1979,57995_000109_Sideline_98,498,14,314,14,V65
